Units (in Crores),Company Name,Sector,Type,Quantity,Weight (%),Market Price,Notes
Crores,L&T Technology Services Limited,Industrials,Equity,2065.0,0.2,0.909,
Crores,Bajaj Finance Limited,Non-Banking Financial Company (NBFC),Equity,9705.0,0.2,0.9089,
Crores,Manappuram Finance Limited,Financials,Equity,33001.0,0.2,0.9087,
Crores,Escorts Kubota Limited,Industrials,Equity,2725.0,0.2,0.9087,
Crores,Sterling And Wilson Renewable Energy Limited,Engineering - General,Equity,28401.0,0.2,0.9085,
Crores,Chambal Fertilizers & Chemicals Limited,Materials,Equity,16073.0,0.2,0.9085,
Crores,Global Health Limited,Hospitals & Medical Services,Equity,7989.0,0.2,0.9082,
Crores,Happiest Minds Technologies Limited,IT Consulting & Software,Equity,13845.0,0.2,0.9081,
Crores,JBM Auto Limited,Auto Ancl - Others,Equity,14126.0,0.2,0.9081,
Crores,CG Power and Industrial Solutions Limited,Industrials,Equity,13311.0,0.2,0.908,
Crores,ZF Commercial Vehicle Control Systems India Limited,Consumer Discretionary,Equity,678.0,0.2,0.908,
Crores,Sun TV Network Limited,Communication Services,Equity,15173.0,0.2,0.908,
Crores,KFin Technologies Limited,Finance & Investments,Equity,6737.0,0.2,0.9079,
Crores,Inventurus Knowledge Solutions Limited,IT Enabled Services,Equity,5639.0,0.2,0.9079,
Crores,Linde India Limited,Materials,Equity,1364.0,0.2,0.9078,
Crores,Aster DM Healthcare Limited,Health Care,Equity,15222.0,0.2,0.9073,
Crores,Piramal Pharma Limited,Pharmaceuticals,Equity,44595.0,0.2,0.907,
Crores,AstraZeneca Pharma India Limited,Health Care,Equity,1018.0,0.2,0.9069,
Crores,United Breweries Limited,Consumer Staples,Equity,4648.0,0.2,0.9069,
Crores,Hindustan Unilever Limited,Consumer Staples,Equity,3952.0,0.2,0.9068,
Crores,Tata Elxsi Limited,Information Technology,Equity,1437.0,0.2,0.9067,
Crores,Sun Pharmaceutical Industries Limited,Health Care,Equity,5394.0,0.2,0.9039,
Crores,PVR INOX Limited,Communication Services,Equity,9318.0,0.2,0.9039,
Crores,360 One WAM Limited,Finance & Investments,Equity,7568.0,0.2,0.904,
Crores,Torrent Power Limited,Utilities,Equity,6160.0,0.2,0.904,
Crores,JSW Infrastructure Ltd,Port & Port Services,Equity,28874.0,0.2,0.904,
Crores,Acme Solar Holdings Ltd,Power - Transmission/Equipment,Equity,36285.0,0.2,0.9042,
Crores,Garden Reach Shipbuilders & Engineers Limited,Industrials,Equity,2999.0,0.2,0.9043,
Crores,Netweb Technologies India Limited,IT Equipments & Peripherals,Equity,4901.0,0.2,0.9043,
Crores,Aptus Value Housing Finance India Limited,Finance - Housing,Equity,27917.0,0.2,0.9044,
Crores,Swan Energy Limited,Consumer Discretionary,Equity,20256.0,0.2,0.9045,
Crores,Grasim Industries Limited,Materials,Equity,3180.0,0.2,0.9046,
Crores,Caplin Point Laboratories Limited,Health Care,Equity,4272.0,0.2,0.9046,
Crores,HBL Engineering Limited,Industrials,Equity,15262.0,0.2,0.9049,
Crores,Container Corporation of India Limited,Industrials,Equity,11910.0,0.2,0.9049,
Crores,Mankind Pharma Limited,Pharmaceuticals,Equity,3901.0,0.2,0.905,
Crores,Tata Consultancy Services Limited,Information Technology,Equity,2614.0,0.2,0.905,
Crores,Bata India Limited,Consumer Discretionary,Equity,7412.0,0.2,0.9052,
Crores,Exide Industries Limited,Industrials,Equity,23344.0,0.2,0.9052,
Crores,Endurance Technologies Limited,Consumer Discretionary,Equity,3268.0,0.2,0.9053,
Crores,Yes Bank Limited,Finance - Banks - Private Sector,Equity,445177.0,0.2,0.9055,
Crores,CreditAccess Grameen Limited,Financials,Equity,7487.0,0.2,0.9057,
Crores,Elgi Equipments Limited,Industrials,Equity,16886.0,0.2,0.9058,
Crores,Finolex Industries Limited,Plastics - Pipes & Fittings,Equity,41550.0,0.2,0.9059,
Crores,Tata Power Company Limited,Utilities,Equity,22344.0,0.2,0.9059,
Crores,Doms Industries Limited,Printing/Publishing/Stationery,Equity,3598.0,0.2,0.9066,
Crores,HCL Technologies Limited,Information Technology,Equity,5245.0,0.2,0.9067,
Crores,Rashtriya Chemicals and Fertilizers Limited,Materials,Equity,56981.0,0.2,0.9067,
Crores,Cera Sanitaryware Limited,Industrials,Equity,1329.0,0.2,0.9137,
Crores,ICICI Lombard General Insurance Company Limited,Financials,Equity,4479.0,0.2,0.9138,
Crores,Cipla Limited,Health Care,Equity,5964.0,0.2,0.8981,
Crores,SJVN Limited,Utilities,Equity,89353.0,0.2,0.8983,
Crores,SBI Life Insurance Company Limited,Financials,Equity,4887.0,0.2,0.8984,
Crores,eClerx Services Limited,Information Technology,Equity,2566.0,0.2,0.8984,
Crores,Ola Electric Mobility Ltd,Auto - 2 & 3 Wheelers,Equity,208181.0,0.2,0.8985,
Crores,Kalpataru Projects International Limited,Utilities,Equity,7322.0,0.2,0.8986,
Crores,Bajaj Auto Limited,Consumer Discretionary,Equity,1073.0,0.2,0.8987,
Crores,Neuland Laboratories Limited,Health Care,Equity,749.0,0.2,0.8988,
Crores,IRCON International Limited,Engineering - General,Equity,44301.0,0.2,0.899,
Crores,Metropolis Healthcare Limited,Hospitals & Medical Services,Equity,5272.0,0.2,0.8995,
Crores,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Materials,Equity,16266.0,0.2,0.8995,
Crores,Zee Entertainment Enterprises Limited,Communication Services,Equity,61512.0,0.2,0.8996,
Crores,Cohance Lifesciences Limited,Pharmaceuticals,Equity,9219.0,0.2,0.8923,
Crores,Sonata Software Limited,Information Technology,Equity,21772.0,0.2,0.8928,
Crores,PB Fintech Limited,Financial Technologies (Fintech),Equity,4895.0,0.2,0.8928,
Crores,Indian Renewable Energy Development Agency Limited,Finance - Term Lending Institutions,Equity,52482.0,0.2,0.8929,
Crores,Housing & Urban Development Corporation Limited,Financials,Equity,37586.0,0.2,0.8929,
Crores,Infosys Limited,Information Technology,Equity,5577.0,0.2,0.8933,
Crores,Sammaan Capital Limited,Financials,Equity,62759.0,0.2,0.8935,
Crores,Saregama India Limited,Entertainment & Media,Equity,17931.0,0.2,0.8938,
Crores,HFCL Limited,Communication Services,Equity,103338.0,0.2,0.8943,
Crores,BSE Limited,Financials,Equity,3229.0,0.2,0.8945,
Crores,Cyient Limited,Information Technology,Equity,6946.0,0.2,0.8951,
Crores,Blue Star Limited,Consumer Discretionary,Equity,5473.0,0.2,0.8952,
Crores,Varun Beverages Limited,Non-Alcoholic Beverages,Equity,19565.0,0.2,0.8952,
Crores,Honasa Consumer Limited,Personal Care,Equity,28814.0,0.2,0.8953,
Crores,Godrej Consumer Products Limited,Consumer Staples,Equity,7598.0,0.2,0.8953,
Crores,Balrampur Chini Mills Limited,Consumer Staples,Equity,15079.0,0.2,0.8955,
Crores,Alivus Life Sciences Limited,Pharmaceuticals,Equity,8908.0,0.2,0.8958,
Crores,Colgate Palmolive (India) Limited,Consumer Staples,Equity,3722.0,0.2,0.8959,
Crores,Amara Raja Energy & Mobility Ltd,Industrials,Equity,9288.0,0.2,0.896,
Crores,Apollo Tyres Limited,Consumer Discretionary,Equity,19967.0,0.2,0.8961,
Crores,Westlife Foodworld Limited,Consumer Discretionary,Equity,12027.0,0.2,0.8961,
Crores,Supreme Industries Limited,Materials,Equity,2041.0,0.2,0.8963,
Crores,Rail Vikas Nigam Limited,"Construction, Contracting & Engineering",Equity,22549.0,0.2,0.8968,
Crores,Ajanta Pharma Limited,Health Care,Equity,3484.0,0.2,0.8968,
Crores,JSW Steel Limited,Materials,Equity,8791.0,0.2,0.8971,
Crores,CESC Limited,Power - Generation/Distribution,Equity,52239.0,0.2,0.8972,
Crores,KEI Industries Limited,Industrials,Equity,2366.0,0.2,0.8973,
Crores,Tata Chemicals Limited,Materials,Equity,9581.0,0.2,0.8974,
Crores,C.E. Info Systems Limited,IT Consulting & Software,Equity,5100.0,0.2,0.8974,
Crores,IRB Infrastructure Developers Limited,"Construction, Contracting & Engineering",Equity,180914.0,0.2,0.8975,
Crores,Gujarat Pipavav Port Limited,Industrials,Equity,55578.0,0.2,0.8977,
Crores,Kirloskar Oil Engines Limited,Industrials,Equity,10549.0,0.2,0.8978,
Crores,Niva Bupa Health Insurance Company Limited,Finance - Non Life Insurance,Equity,109802.0,0.2,0.8979,
Crores,Wockhardt Limited,Health Care,Equity,5239.0,0.2,0.898,
Crores,Latent View Analytics Limited,Entertainment & Media,Equity,21825.0,0.2,0.8981,
Crores,Bharat Petroleum Corporation Limited,Energy,Equity,28179.0,0.2,0.9354,
Crores,KNR Constructions Limited,Industrials,Equity,39041.0,0.19,0.8696,
Crores,Triveni Engineering & Industries Limited,Consumer Staples,Equity,22925.0,0.19,0.8699,
Crores,Authum Investment And Infrastructure Limited,Non-Banking Financial Company (NBFC),Equity,3311.0,0.19,0.871,
Crores,Cochin Shipyard Limited,Ship - Docks/Breaking/Repairs,Equity,4220.0,0.19,0.8718,
Crores,APL Apollo Tubes Limited,Steel - Tubes/Pipes,Equity,5015.0,0.19,0.8722,
Crores,Emcure Pharmaceuticals Limited,Pharmaceuticals,Equity,6744.0,0.19,0.8725,
Crores,Sagility India Limited,IT Enabled Services,Equity,211804.0,0.19,0.8728,
Crores,Maruti Suzuki India Limited,Consumer Discretionary,Equity,705.0,0.19,0.8742,
Crores,KPIT Technologies Limited,IT Consulting & Software,Equity,6952.0,0.19,0.875,
Crores,The Indian Hotels Company Limited,Consumer Discretionary,Equity,11518.0,0.19,0.8757,
Crores,Radico Khaitan Limited,Consumer Staples,Equity,3348.0,0.19,0.8762,
Crores,Mastek Limited,Information Technology,Equity,3592.0,0.19,0.8767,
Crores,Devyani International Limited,"Hotels, Resorts & Restaurants",Equity,52296.0,0.19,0.8774,
Crores,Aegis Logistics Limited,Energy,Equity,11313.0,0.19,0.8777,
Crores,Godrej Properties Limited,Real Estate,Equity,3747.0,0.19,0.878,
Crores,Clean Science and Technology Limited,Chemicals - Speciality,Equity,5993.0,0.19,0.8783,
Crores,Tata Consumer Products Limited,Consumer Staples,Equity,7995.0,0.19,0.8786,
Crores,NTPC Green Energy Limited,Power - Generation/Distribution,Equity,83979.0,0.19,0.8792,
Crores,Indiamart Intermesh Limited,Internet & Catalogue Retail,Equity,3385.0,0.19,0.8794,
Crores,Birlasoft Limited,Information Technology,Equity,20300.0,0.19,0.88,
Crores,Kajaria Ceramics Limited,Industrials,Equity,8145.0,0.19,0.8805,
Crores,LTIMindtree Limited,Information Technology,Equity,1657.0,0.19,0.881,
Crores,Oracle Financial Services Software Limited,Information Technology,Equity,981.0,0.19,0.8815,
Crores,DLF Limited,Real Estate,Equity,10541.0,0.19,0.8831,
Crores,Syngene International Limited,Health Care,Equity,13825.0,0.19,0.8833,
Crores,IIFL Finance Limited,Financials,Equity,18690.0,0.19,0.8836,
Crores,United Spirits Limited,Consumer Staples,Equity,6190.0,0.19,0.884,
Crores,Campus Activewear Limited,Footwears,Equity,31644.0,0.19,0.8844,
Crores,NBCC (India) Limited,Industrials,Equity,72105.0,0.19,0.8849,
Crores,SBI Cards and Payment Services Limited,Non-Banking Financial Company (NBFC),Equity,9286.0,0.19,0.885,
Crores,Star Health And Allied Insurance Company Limited,Finance - Non Life Insurance,Equity,20939.0,0.19,0.8851,
Crores,Kotak Mahindra Bank Limited,Financials,Equity,4097.0,0.19,0.8864,
Crores,Jubilant Foodworks Limited,"Hotels, Resorts & Restaurants",Equity,12631.0,0.19,0.8864,
Crores,Oil India Limited,Energy,Equity,20417.0,0.19,0.8866,
Crores,PI Industries Limited,Materials,Equity,2161.0,0.19,0.887,
Crores,Hero MotoCorp Limited,Consumer Discretionary,Equity,2094.0,0.19,0.8872,
Crores,Tanla Platforms Limited,Information Technology,Equity,13780.0,0.19,0.8874,
Crores,GE Vernova T&D India Limited,Industrials,Equity,3760.0,0.19,0.8878,
Crores,Olectra Greentech Limited,Industrials,Equity,7578.0,0.19,0.8878,
Crores,Info Edge (India) Limited,Internet & Catalogue Retail,Equity,5966.0,0.19,0.8879,
Crores,Delhivery Limited,Logistics - Warehousing/Supply Chain/Others,Equity,23202.0,0.19,0.8882,
Crores,RHI Magnesita India Limited,Materials,Equity,18663.0,0.19,0.8884,
Crores,Welspun Corp Limited,Materials,Equity,9614.0,0.19,0.8888,
Crores,Carborundum Universal Limited,Industrials,Equity,9209.0,0.19,0.8891,
Crores,Wipro Limited,Information Technology,Equity,33428.0,0.19,0.8891,
Crores,SignatureGlobal (India) Limited,Realty,Equity,7194.0,0.19,0.8901,
Crores,Zensar Technologies Limited,Information Technology,Equity,10565.0,0.19,0.8902,
Crores,Axis Bank Limited,Financials,Equity,7423.0,0.19,0.8902,
Crores,Havells India Limited,Industrials,Equity,5739.0,0.19,0.8902,
Crores,Persistent Systems Limited,IT Consulting & Software,Equity,1474.0,0.19,0.8905,
Crores,Tata Teleservices (Maharashtra) Limited,Communication Services,Equity,134819.0,0.19,0.891,
Crores,Tech Mahindra Limited,Information Technology,Equity,5282.0,0.19,0.8911,
Crores,PG Electroplast Limited,Consumer Electronics,Equity,11808.0,0.19,0.8911,
Crores,Ramkrishna Forgings Limited,Forgings,Equity,13217.0,0.19,0.8914,
Crores,Indegene Limited,Services - Others,Equity,15513.0,0.19,0.8915,
Crores,Amber Enterprises India Limited,Consumer Discretionary,Equity,1317.0,0.19,0.8915,
Crores,Mahindra & Mahindra Limited,Consumer Discretionary,Equity,2801.0,0.19,0.8916,
Crores,KEC International Limited,Industrials,Equity,9708.0,0.19,0.8916,
Crores,Capri Global Capital Limited,Non-Banking Financial Company (NBFC),Equity,51657.0,0.19,0.8921,
Crores,Prestige Estates Projects Limited,Real Estate,Equity,5150.0,0.19,0.8536,
Crores,Macrotech Developers Limited,Realty,Equity,6183.0,0.19,0.8559,
Crores,Network18 Media & Investments Limited,Communication Services,Equity,145680.0,0.19,0.8578,
Crores,Dr. Reddy's Laboratories Limited,Pharmaceuticals,Equity,6713.0,0.19,0.8615,
Crores,Oberoi Realty Limited,Real Estate,Equity,4528.0,0.19,0.8629,
Crores,Brigade Enterprises Limited,Real Estate,Equity,7777.0,0.19,0.8631,
Crores,Sobha Limited,Real Estate,Equity,5905.0,0.19,0.8656,
Crores,Firstsource Solutions Limited,Information Technology,Equity,23160.0,0.19,0.8677,
Crores,The Phoenix Mills Limited,Real Estate,Equity,5562.0,0.19,0.8686,
Crores,JB Chemicals & Pharmaceuticals Limited,Pharmaceuticals,Equity,5011.0,0.18,0.8415,
Crores,Jyoti CNC Automation Ltd,Engineering - Heavy,Equity,7968.0,0.18,0.8438,
Crores,Fertilizers and Chemicals Travancore Limited,Materials,Equity,8677.0,0.18,0.8456,
Crores,Raymond Realty Limited,Realty,Equity,5005.0,0.11,0.5202,
Crores,Raymond Limited,Consumer Discretionary,Equity,5493.0,0.09,0.3897,
Crores,Cash Margin - CCIL,,Cash,0.0,0.0,0.0195,
Crores,Net Current Assets,,Current Assets,0.0,-0.68,-2.7424,
